Protein_FDR_Confidence_Combined	Master	Accession	Description	Coverage[%]	No.Peptides	No.PSMs	No.Unique_Peptides	MW[kDa]	Gene_Symbol	Abundance_1_0	Abundance_1_1	Abundance_1_2	Abundance_1_3	Abundance_1_4	Abundance_1_5	Abundance_1_6	Abundance_1_7	Abundance_1_8	Abundance_1_9	Abundance_1_10	Abundance_1_11	Abundance_1_12	Abundance_1_13	Abundance_1_14	Abundance_1_15	Abundance_2_0	Abundance_2_1	Abundance_2_2	Abundance_2_3	Abundance_2_4	Abundance_2_5	Abundance_2_6	Abundance_2_7	Abundance_2_8	Abundance_2_9	Abundance_2_10	Abundance_2_11	Abundance_2_12	Abundance_2_13	Abundance_2_14	Abundance_2_15	Abundance_3_0	Abundance_3_1	Abundance_3_2	Abundance_3_3	Abundance_3_4	Abundance_3_5	Abundance_3_6	Abundance_3_7	Abundance_3_8	Abundance_3_9	Abundance_3_10	Abundance_3_11	Abundance_3_12	Abundance_3_13	Abundance_3_14	Abundance_3_15	Abundance_4_0	Abundance_4_1	Abundance_4_2	Abundance_4_3	Abundance_4_4	Abundance_4_5	Abundance_4_6	Abundance_4_7	Abundance_4_8	Abundance_4_9	Abundance_4_10	Abundance_4_11	Abundance_4_12	Abundance_4_13	Abundance_4_14	Abundance_4_15	Abundance_5_0	Abundance_5_1	Abundance_5_2	Abundance_5_3	Abundance_5_4	Abundance_5_5	Abundance_5_6	Abundance_5_7	Abundance_5_8	Abundance_5_9	Abundance_5_10	Abundance_5_11	Abundance_5_12	Abundance_5_13	Abundance_5_14	Abundance_5_15
High	Master Protein	P07305	Histone H1.0 OS=Homo sapiens OX=9606 GN=H1-0 PE=1 SV=3	11	2	5	2	20.9	H1-0	21.3	76.8	42.7	32.9	57.1	10.6	25.1	8.3	29.8	20.4	12.9	47.6	3.3	106.8	12.1	20.5																																	120.2	318.2	44.4	251.1	101.1	85.3	154.4	129	89.1	51.8	40.5	26.1	58.2	17.5	89.9	152.8																
High	Master Protein	Q13103	Secreted phosphoprotein 24 OS=Homo sapiens OX=9606 GN=SPP2 PE=1 SV=1	11	2	5	2	24.3	SPP2																																	11.3	12.3	9	32.3	22.3	15.2	6.8	2.6	52.2	32.2	8.4	5.4	16.9	11.1	11.8	32.6	9.4	11.7	24.7	11.5	9.4	15.6	12.9	11	14	15	19.8	6.1	25.8	5.1	9.7	12.3	8.4	5.5	6.7	18.1	7.7	9	5.6	14.2	12.6	14.9	20	7.3	18.2	8	15.7	18.2
High	Master Protein	P30050	60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1	14	2	5	2	17.8	RPL12	73.7	163.4	60.6	111	252.5	28.4	115.5	19.9	141.5	104.4	16	83.2	11.1	175.6	22	117.1	21.9	6.6	18.5		17.2	38.1	16.7	12.6	46.2	6.4	15.7	13.8	43.7	15.8	13.8	11.4																	65.9	79.6	49.1	205	92.5	35.9	352.1	181.2	78.6	21.2	7.7	5.5	89.8	10.9	24.5	26.2	169.5	21.6	138.7	115.8	100	36.2	82.6	119.7	51.3	467.6	71.2	78.7	47.6	71.6	95.4	89.2
High	Master Protein	O75964	"ATP synthase subunit g, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5MG PE=1 SV=3"	23	2	5	2	11.4	ATP5MG	68.4	125.4	80.1	46.2	148.3	50.4	163.5	17.1	166.8	44.2	14.7	148.8	108.7	148.7	168.7	124.6	141.7	46.4	54.5	6.1	92.4	466.4	89.3	109.4	237.8	83.4	93.6	244.4	544.6	125.4	135.4	58.8	40.8	123.7	50.2	49.6	14.2	54.5	12.2	11.8	14.3	215.8	22.8	22.6	71.6	6.9	7.2	28	30.1	34.5	38.3	77.3	52.3	16.6	57.6	61.7	19.6	12.5	6.9		23.9	11.1	11.9	40.2																
High	Master Protein	P58107	Epiplakin OS=Homo sapiens OX=9606 GN=EPPK1 PE=1 SV=3	8	4	5	2	555.3	EPPK1																																																	27.3		131.7	3.8	26.4	12.6	296.4	5.9	18.9		2.5		2.4	2.9	19	29.8																
High	Master Protein	Q9UM07	Protein-arginine deiminase type-4 OS=Homo sapiens OX=9606 GN=PADI4 PE=1 SV=2	12	5	5	5	74	PADI4																																																	40.6	515.9	24.4	49.7	10.4	80	126.8	12.3	14	3.6		5.2	27.8		28.6	9.9	82	7.3	22.2	11.2	29.1	56.7	118.5	200.2	12.9	523.6	21.1	40.4	62	14.3	14.2	111.4
High	Master Protein	P00390	"Glutathione reductase, mitochondrial OS=Homo sapiens OX=9606 GN=GSR PE=1 SV=2"	7	3	5	3	56.2	GSR	13.4	18	15.5	14	27.5	9.3	21.5	6.7	35.6	12.6	7	10.8	4.4	13.7	9.3	18.5																	9.7	28.7	28.8	11.4	5.8	16	24.8	5.9	24.4	25.9	7.5	5.9	19.5	2.6	5.5	7.8																																
High	Master Protein	Q9Y3Z3	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 OS=Homo sapiens OX=9606 GN=SAMHD1 PE=1 SV=2	8	4	5	4	72.2	SAMHD1																																	66	310.9	345.2	81.4	53.5	35	69.8	11.9	27.2	127	65.4	32.8	104.9	28.1	18.2	91.6	145.4	232.6	217	181.2	304.2	176.6	1118	201.2	233.8	55.7	48.6	42.9	284.2	80.7	116.2	173.4																
High	Master Protein	Q9Y3E1	Hepatoma-derived growth factor-related protein 3 OS=Homo sapiens OX=9606 GN=HDGFL3 PE=1 SV=1	8	2	5	1	22.6	HDGFL3																																	39.9	59.3	86.7	54.3	22.6	52.3	30.8	8.2	15.1	184.5	29.1	31	33.4	14.1	10.4	16.9																																
High	Master Protein	A0A0C4DH29	Immunoglobulin heavy variable 1-3 OS=Homo sapiens OX=9606 GN=IGHV1-3 PE=3 SV=1	15	2	5	1	13	IGHV1-3	24.6	13.8	10.3	8.9	80.8	3.9	21.5	4.8	19.6	9.9	2.9	11.2		14.3	3.2	15.5																																																	45.7	23.5	24.2	37	14	47	42.6	22.7	18.9	99.6	34.9	28.7	31.6	15.1	167.8	132.5
High	Master Protein	P10253	Lysosomal alpha-glucosidase OS=Homo sapiens OX=9606 GN=GAA PE=1 SV=4	3	2	5	2	105.3	GAA																																																	102.9	203.7	75.9	189.6	111.8	81	234	154.6	70.9	24.7	20.1	20.3	79.8	40.1	65.2	94.4	114.3	19.1	69	141.9	63.8	37.8	52	69.5	34.3	306.4	55.8	42.1	26	38.7	59.6	120.5
High	Master Protein	Q8IZP2	Putative protein FAM10A4 OS=Homo sapiens OX=9606 GN=ST13P4 PE=5 SV=1	13	3	5	3	27.4	ST13P4																																	51.2	106.8	128.1	51.9	44	43.7	154.4	25.9	42.3	71.7	35.8	16.1	33.6	20.3	66.9	51.2	375.2	650.4	348.5	577.6	378.3	306.7	1244.4	462.1	285.3	198.6	118.8	79.1	718	130.7	253.4	363.9																
High	Master Protein	P01624	Immunoglobulin kappa variable 3-15 OS=Homo sapiens OX=9606 GN=IGKV3-15 PE=1 SV=2	26	2	5	1	12.5	IGKV3-15																																																	45.8	101.9	63.9	59.6	61.3	30.9	93.1	66.8	41.6	12.8	8.7	9.1	60.4	28.3	29.2	33.1	18.2	12.3	15.5	14	4.3	20.1	19.4	14.7	7.5	35.8	23.9	13.1	11.6	3.8	36.4	29
High	Master Protein	P09871	Complement C1s subcomponent OS=Homo sapiens OX=9606 GN=C1S PE=1 SV=1	6	3	5	3	76.6	C1S	6.2	18.5	15.6	7.8	46.1		29.9	5.8	3	14	2.7	22		31.5	5.1	28.7	35	4.8	32.7		212.3	64.5	52.3	24.1	107.2	24.7	55.6	49.4	141.7	24.1	72.9	51.1	43.1	92.6	105.8	48	21.5	14.2	37	7	12.5	97.9	76.2	12.6	34.8	22	24.2	31.9																	18.7	14.2	15.5	20.1	8.8	15.1	12.3	11.2	11.2	32.5	62.3	26.5	11.2	8.1	18.7	26.4
High	Master Protein	P50995	Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1	10	4	5	4	54.4	ANXA11																																	129.8	413.4	413.1	124.2	88.6	46.7	126.8	119.9	928.1	190.5	132.4	56.1	250.8	41	26.6	160.1																																
High	Master Protein	P51148	Ras-related protein Rab-5C OS=Homo sapiens OX=9606 GN=RAB5C PE=1 SV=2	17	3	5	1	23.5	RAB5C																																																	22.5	34.7	20.4	39.9	19	15.8	71.7	35.5	27.2	11.7	7.1	7.4	23.3	10	18.7	15.6																
High	Master Protein	P28300	Protein-lysine 6-oxidase OS=Homo sapiens OX=9606 GN=LOX PE=1 SV=2	8	2	5	2	46.9	LOX																																	15.9	12.3	14.7	17.9	9.1	23.8	7.2	4.2	11.8	28.1	7.1	7.5	15.9	5.8	8.1	5.7																																
High	Master Protein	P23083	Immunoglobulin heavy variable 1-2 OS=Homo sapiens OX=9606 GN=IGHV1-2 PE=1 SV=2	15	2	5	1	13.1	IGHV1-2	17	12.5	12.9	7.8	96.2	4.1	17.6	5.3	21.8	11.3	4.4	8.8		13.9	4	7.5																	34	56.6	44.3	19.3	4.5	35	19.2	5.7	48.8	40.6	23.3	33.3	23.3	24	12.8	23.1	7.5	17.2	16.1	15.7	12.2	7	11.5	11.4	10.3	2.7		2.5	10.1	14.9	7.9	10																
High	Master Protein	Q5JWF2	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Homo sapiens OX=9606 GN=GNAS PE=1 SV=2	5	4	5	3	111	GNAS																																	13.8	59.2	59.8	20.2	18.7	9.1	20	4.1	11.7	26.7	16	12.1	23.1	5.4	9.3	20.7	74.6	145.1	96.3	116.1	106.7	74	325	88.4	70.5	61.7	29.1	24.5	90.3	26.7	50.2	53.5																
High	Master Protein	P00367	"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=GLUD1 PE=1 SV=2"	9	5	5	5	61.4	GLUD1																	32.1	10.5	26.6	2.4	39	55.3	30.3	25.2	94.9	23.5	38.5	39.8	122.2	31.5	53.7	22	80.6	344.8	406.9	124.2	88.5	53.6	68.1	20.1	33.1	189.1	84.5	48.2	126.6	40.7	20.6	122.1	149.2	169.4	143.3	280.5	183.9	160.6	696.7	195.9	180.8	49.3	107.2	57.2	358	94.8	144.9	273.9																
High	Master Protein	P10768	S-formylglutathione hydrolase OS=Homo sapiens OX=9606 GN=ESD PE=1 SV=2	9	2	5	2	31.4	ESD																																	53.8	94.5	158.3	56.8	40.4	27.8	139.5	16.7	28.8	106.1	40.1	22.8	89.7	14	29.9	30.3																																
High	Master Protein	P11413	Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4	5	2	5	2	59.2	G6PD																	49.8	8.2	31.1		34.2	41.7	34.9	89.7	59	92.2	15.3	49.9	88.3	10.9	23.6	18.9	87.3	153	178.5	63.5	36.7	28.7	77.5	25.5	148	92.6	55.7	21.9	326.4	17	27.5	42.5																	127	23.8	50.9	83.1	59.5	77.4	136	216.1	59.2	694.4	48.6	83.4	142.6	27.5	59.1	267.1
High	Master Protein	P00441	Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=SOD1 PE=1 SV=2	16	2	5	2	15.9	SOD1																																	200.6	108.7	244.3	170.4	64.3	156.9	389.1	50.8	49.4	431.9	68.6	96.3	67.8	20.2	79.1	54.3	244.5	282.9	153.7	250.4	112.6	103.4	279.2	252.7	129.5	50.9	35.9	21.9	69.4	19.2	106.7	173.9																
High	Master Protein	P01903	"HLA class II histocompatibility antigen, DR alpha chain OS=Homo sapiens OX=9606 GN=HLA-DRA PE=1 SV=2"	21	4	5	4	28.6	HLA-DRA																																																	210	341.2	269.9	225.2	297.8	147.9	941.3	334.1	277.2	60.5	50.5	42.2	140.9	89.9	71.5	97.6	50.1	14.9	34.9	94.6	28.9	25.4	22	55.6	28.8	101.6	28.4	30.2	23.7	18.8	27	136.6
High	Master Protein	P10606	"Cytochrome c oxidase subunit 5B, mitochondrial OS=Homo sapiens OX=9606 GN=COX5B PE=1 SV=2"	15	3	5	3	13.7	COX5B																	63.3	14.1	17.4		33.6	102.3	178.8	75.4	66.7	45.5	22.8	32.9	95.8	17.2	22	14.4																	46.6	72.7	52.2	72.1	66.7	35.8	132.1	49.9	31.2	19.3	11.6	9.8	80.2	21.9	24.3	33.8																
High	Master Protein	P28066	Proteasome subunit alpha type-5 OS=Homo sapiens OX=9606 GN=PSMA5 PE=1 SV=3	15	3	5	3	26.4	PSMA5																	26.1	7.9	22.8		13.9	22.9	18.8	10.6	37.1	6.5	11.9	22.1	31.6	13.3	10.3	9.7	92.5	84.9	143.6	40.8	26.9	37.5	69	27.7	58	200.5	35.6	26.4	62.4	10.2	21.9	32.8	76.7	105.5	55.1	112.4	56.5	50.7	216.9	102.3	46.4	16.6	10.5	7.6	61.6	14.2	28	37.5																
High	Master Protein	Q9UJ70	N-acetyl-D-glucosamine kinase OS=Homo sapiens OX=9606 GN=NAGK PE=1 SV=4	15	4	5	4	37.4	NAGK																																																	136.7	306.6	93.3	199.5	154	198.9	1074.4	213.8	112.2	30.1	21.9	19.4	146.3	35.5	69	97.5																
High	Master Protein	Q9ULV4	Coronin-1C OS=Homo sapiens OX=9606 GN=CORO1C PE=1 SV=1	8	4	5	4	53.2	CORO1C																																	92.9	554.6	599.1	96.9	107	67.3	117.2	18.4	55.8	131.4	118.5	35.5	74.3	45.6	36.7	169.5	269.9	432.2	331.9	406.2	312.1	281.6	1111	276.2	195	137.4	98.2	64.4	496	109.5	178.1	232.6																
High	Master Protein	Q13263	Transcription intermediary factor 1-beta OS=Homo sapiens OX=9606 GN=TRIM28 PE=1 SV=5	6	3	5	3	88.5	TRIM28	6.4	6	5.1	4.7	7.7		5.6		3.3	7.7		4.6		4.6	2.5	6.2																																																																
High	Master Protein	P40429	60S ribosomal protein L13a OS=Homo sapiens OX=9606 GN=RPL13A PE=1 SV=2	7	2	5	2	23.6	RPL13A																																	73.6	247.7	487.9	111.2	62.4	73.1	154	17.9	68.7	236.1	63.6	53.5	82.8	17.4	66.4	54.2	283.4	389.9	188.3	582	519.8	144.3	2493.2	918.1	391.2	68.2	56.9	38.8	459.4	50.6	120.4	173.9	518.6	83.9	293.8	486.2	327.8	177.4	335.5	513.3	173.7	1825.7	201	238.6	307.8	298.7	309.9	516.1
High	Master Protein	P35637	RNA-binding protein FUS OS=Homo sapiens OX=9606 GN=FUS PE=1 SV=1	6	3	5	3	53.4	FUS	8.8	36.5	16.9	26.6	30.2	6.5	21.1		7.9	28.7		15.9		29	7.6	34.4	29.5	8.2	37		48.6	198.8	59.9	40.8	216.3	22.5	32.3	48.6	178.5	31.4	69.2	17.8	45.9	126.5	124.5	43.6	23.7	20.7	14		4.8	89	28.5	10.5	27.2	8.2	10	48																																
High	Master Protein	P04070	Vitamin K-dependent protein C OS=Homo sapiens OX=9606 GN=PROC PE=1 SV=1	5	2	5	2	52	PROC																																																	39.4	50	100.5	67.6	30	41.7	27.8	43.1	36.3	188.4	37.8	10	153.4	9.6	35	32.5	26.2	72.7	43.2	75.5	11.2	10.7	3.8	16.2	39.6	21.9	74.3	9	43.7	16.9	34.5	40.2
High	Master Protein	P48444	Coatomer subunit delta OS=Homo sapiens OX=9606 GN=ARCN1 PE=1 SV=1	10	4	5	4	57.2	ARCN1	63.3	76.6	71.4	91.2	127.2	20.7	123.2	8.7	47.8	79.1	9.3	44	6.6	63	19.2	128.5																	69.4	241	289.1	109.9	58.3	88.9	38.3	12.8	19.3	213.1	68.8	47.2	130.3	24.1	19.5	83	8.5	10.7	10.6	22.9	32.6	11.3	41.8	15	9.9	4.1	6.1	3.6	26.2	4.9	7.9	7.4																
High	Master Protein	P63173	60S ribosomal protein L38 OS=Homo sapiens OX=9606 GN=RPL38 PE=1 SV=2	49	3	5	3	8.2	RPL38																																																	232	305.8	126.5	684.2	231.9	120.8	469.7	582.8	153.2	64	34.5	28.4	270.3	36.4	98.9	198.2																
High	Master Protein	P31942	Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens OX=9606 GN=HNRNPH3 PE=1 SV=2	8	2	5	2	36.9	HNRNPH3																																																	105.9	118.8	57.3	123.9	79.9	90.3	260.7	99.5	57.5	21.2	23.2	11.7	93.2	20.3	23.1	43.1	103.2	11.1	49.4	89.5	44.4	39.5	56.9	66	27.6	133	83.8	49.2	40.1	30.6	74.4	55.5
High	Master Protein	P28070	Proteasome subunit beta type-4 OS=Homo sapiens OX=9606 GN=PSMB4 PE=1 SV=4	10	3	5	3	29.2	PSMB4	2.3	9.5	4.9	3.1	6.1	4	6.7		3.9	5.9		5.2		2.6	2.9	4.3																	80	118.2	200.9	59.8	47.6	40	93.5	68.2	146.8	13.6	18.6	44.1	91	32	59.9	119																	56.1	32	39.1	52	60.6	34.5	46.7	43.9	54.2	160.7	38.7	106.6	32.8	30.5	32	100.9
High	Master Protein	P53396	ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3	6	4	5	4	120.8	ACLY																																	36.3	52.1	57.3	25.7	22.4	32.9	36.8	9.1	13.9	45.2	25.6	14.6	56	12.7	13.1	20.7	194.3	464.4	121.7	110.4	139.2	205.3	466.6	84.3	74.9	133	25.6	67.9	143.1	52.2	93.4	62.9																
High	Master Protein	P52597	Heterogeneous nuclear ribonucleoprotein F OS=Homo sapiens OX=9606 GN=HNRNPF PE=1 SV=3	13	4	5	3	45.6	HNRNPF																																																	178	200.4	108.5	205.8	213.4	114.2	715.9	157.2	120.5	32	38.2	26.4	207.8	58.9	57.8	79.3	36.8	5.9	19.5	26.3	13.5	7.6	11.7	18.1	5.4	40.6	7.2	13	11.2	6.4	11.1	23.2
High	Master Protein	P10643	Complement component C7 OS=Homo sapiens OX=9606 GN=C7 PE=1 SV=2	7	4	5	4	93.5	C7																																	184.2	133	105.2	124.7	37.4	83.4	49.1	29.8	114.4	317.1	99.8	36.6	474.2	65.8	37.6	71.4	66.9	136.3	109.2	162	76.1	62.6	124.4	73.2	111	30	36	23.8	164.7	94.8	53.6	71	45.5	25.2	35.6	31.3	15.2	29.1	23.7	44.4	17.7	102.9	35.1	41.6	34.8	20.4	109.6	148.9
High	Master Protein	Q8WUD1	Ras-related protein Rab-2B OS=Homo sapiens OX=9606 GN=RAB2B PE=1 SV=1	19	3	5	3	24.2	RAB2B																																																	53.1	100.4	65.5	163.2	61.6	45	174.6	140.8	53.3	21.8	13.3	11.7	92.6	18.2	38	46.8																
High	Master Protein	Q9UKX2	Myosin-2 OS=Homo sapiens OX=9606 GN=MYH2 PE=1 SV=1	3	5	5	5	222.9	MYH2																	6					2.4	4.5	2.7	2.2	4.5	22.3		509.4		6.9																																																	
High	Master Protein	Q8WUM4	Programmed cell death 6-interacting protein OS=Homo sapiens OX=9606 GN=PDCD6IP PE=1 SV=1	7	5	5	5	96	PDCD6IP																																	25.2	40.6	65.1	18.7	14.4	12.9	27.8	5.9	19.8	29.4	22.1	16	45.8	8.4	11.9	17.4	58.8	78.5	71.5	85.4	82.5	78	341.7	60.1	57.8	33.6	25.6	20.3	86	24.7	43.2	44.8																
High	Master Protein	P36542	"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1C PE=1 SV=1"	8	2	5	2	33	ATP5F1C	93.1	58.6	36.3	61.6	138.5	36.3	63.4	8	72.1	136.3	17.9	111.2	14.1	49.2	44.9	63.6	85.4	22.2	50.1	4.9	72.7	303.7	81.9	84.7	119.2	44.7	59.8	96.2	129.2	74.4	37.3	50.3																	26.7	45.6	35.5	74.9	43.5	30.3	109.4	84.4	33	17.6	14.1	9.1	43	19.5	24.5	36.3																
High	Master Protein	P31939	Bifunctional purine biosynthesis protein ATIC OS=Homo sapiens OX=9606 GN=ATIC PE=1 SV=3	9	4	5	4	64.6	ATIC	17.5	24.2	21.1	20.1	38.9	13.6	40	12.6	22.5	16.1	6.7	14.1		17.6	7.4	38																																	93.1	154	91.3	119.1	129.1	76	430.1	124.4	72.4	41.1	18.6	32.6	93.7	32.8	40.9	54.7																
High	Master Protein	P17612	cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens OX=9606 GN=PRKACA PE=1 SV=2	9	3	5	3	40.6	PRKACA																																	55.8	182.5	148.4	53.4	56.7	17.8	118	8.7	24.6	111	57.1	16.8	52.2	24.4	32.7	72.2																																
High	Master Protein	P11177	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=PDHB PE=1 SV=3"	9	3	5	3	39.2	PDHB																																	65.7	294	275	74.1	95.9	31.4	76	24.8	39.2	102.5	65.2	35.7	85.8	23.3	20.3	84.6	100.5	82.1	112.4	106.1	177.6	98.3	387.9	127.1	105.1	61.8	56.6	23	200.9	60.1	69.1	108.2																
High	Master Protein	P51858	Hepatoma-derived growth factor OS=Homo sapiens OX=9606 GN=HDGF PE=1 SV=1	7	2	5	1	26.8	HDGF																																	90.2	87	133.8	54.8	30.2	42.2	27	17.8	31.6	230.3	30.6	28.6	83.1	14.1	13.7	31	153.9	312.4	40.5	171.8	80.6	39.4	711.5	207.3	97.3	24.5	25	18.5	75.7	7.4	28.5	33.8	346.9	44.2	195.7	258	107.6	74.9	148.1	156.4	91.3	636.1	143.2	131.4	75.3	97.7	128.3	120.4
High	Master Protein	P35542	Serum amyloid A-4 protein OS=Homo sapiens OX=9606 GN=SAA4 PE=1 SV=2	13	2	5	2	14.7	SAA4																																	58.7	129.3	44.9	51.2	23.1	37.7	16.9	5.9	15.5	78.3	44.3	21.6	59.7	49.9	19.3	15.9	51.6	205.1	125.2	86.5	32.5	30	108.9	129.2	65.5	17.4	13.1	11.7	31.2	19.3	34.9	38.1	49.9	73.8	105.1	43.3	15	28.5	26.7	106.5	19.8	126.9	58.5	16.6	29.8	12.6	111.6	92.6
High	Master Protein	P83881	60S ribosomal protein L36a OS=Homo sapiens OX=9606 GN=RPL36A PE=1 SV=2	18	3	5	3	12.4	RPL36A																																	72.1	198.3	312.3	100.9	40.1	51.7	33.8	16.1	13	398.4	41.8	42.7	73.7	14.5	11.2	59.7	184.4	145	56.8	421.8	270	85.5	554.7	604.1	148.9	38.8	39.8	11.9	340.8	23.7	87	165	360	35.4	128	294.6	259.9	166.2	313.3	242	99.7	830.1	172.5	139.9	271.4	218.7	223.2	159.8
High	Master Protein	P07203	Glutathione peroxidase 1 OS=Homo sapiens OX=9606 GN=GPX1 PE=1 SV=4	15	2	5	2	22.1	GPX1	13.6	19.4	8.8	12.9	24.9	4.1	9.1	3.6	14.9	12.1	3.4	3.9		29.3	15.1	24.2	10.6	1.9	14.6		25.4	32.3	27.6	4.8	30.7	4	12.4	31.3	42.1	12.6	22.7	10	37.4	147.2	101.7	40	34.4	37.4	66.7	11.8	20.1	69.1	25.2	15.7	37.1	31.5	41.3	61.4	34.1	23.3	19.1	60.6	79.8	8.8	61.7	30.9	35.4	13.4	13.6	12.6	22.7	10.2	9	10.3																
High	Master Protein	Q96C19	EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1	12	3	5	3	26.7	EFHD2																																																	142.8	315.1	83.5	140.1	59.8	148.7	355.7	129.1	69.9	18.7	19.6	9.8	81.5	19.2	42.3	52.8	439.4	46	102.8	194.5	116.1	134	269.6	336.3	58.2	1129.2	96.3	128.1	208.7	113.8	100.9	249.4
High	Master Protein	Q13838	Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1	11	4	5	4	49	DDX39B																	3.7		5.2		4.1	10.3	4.8	4.5	16.9	4	3.5	3.9	15.9		2.6																		198.6	404.5	148.6	455.1	262.5	210	961.8	357.3	196.4	69.5	63.2	54.3	345.6	86.8	123.3	173.5	78.1	16.3	40	81.7	60.4	44.2	67.4	71	27.3	214.8	37.9	48.7	65.9	48.4	67.8	59.6
High	Master Protein	P52790	Hexokinase-3 OS=Homo sapiens OX=9606 GN=HK3 PE=1 SV=2	4	3	5	3	99	HK3																																																	64.6	199.6	63	55.9	72.4	126.8	271.7	80.4	52	11.6	8.3	10.8	60.4	19	34.9	32.5																
High	Master Protein	Q08211	ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4	3	3	5	3	140.9	DHX9																																	34.8	152.3	177.9	57.9	34.2	42.1	48.1	28.8	24.4	48.4	43.3	23.5	64.2	42.7	30.3	92.2	85.3	181.9	70.7	140.9	103.2	106.2	752.4	80.1	111.3	25.3	32.7	31.7	225.1	58.4	59.8	93.9																
High	Master Protein	Q15233	Non-POU domain-containing octamer-binding protein OS=Homo sapiens OX=9606 GN=NONO PE=1 SV=4	7	2	5	2	54.2	NONO																	71.9	11.2	27.4	2	25.4	96.7	42.4	31.5	190.9	15.3	50.3	23.6	138.6	22.8	32.8	16.5																																	52.1	6	24.8	44.1	34.1	24.4	36.7	17.3	45.1	65.8	25.3	27.6	15.6	7.9	19.3	30.9
High	Master Protein	Q86VB7	Scavenger receptor cysteine-rich type 1 protein M130 OS=Homo sapiens OX=9606 GN=CD163 PE=1 SV=2	4	3	5	3	125.4	CD163	14.1	14.3	14.4	8.6	36.8	12.3	15.1	6.3	7.4	23.8	4.1	13		7.1	5	18.6	27.9	6.2	12.8		22.4	41.1	14.3	16.4	33	15.4	18.2	30.3	71.5	7.9	27	6.5	78.8	605.5	305.4	155	81.7	67.7	31.6	52.4	28.5	274.5	80.2	42.4	81.6	44.8	33.1	95.7																																
High	Master Protein	P62195	26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1	10	3	5	3	45.6	PSMC5																																	32.7	64.8	129.6	39.5	27.4	22.3	53.9	8.9	9.3	87.9	27.9	21.2	60.3	9.6	21	29.5	65.5	99.4	69.5	109.5	102.5	79.7	349.4	114.4	73.5	36	19.1	13.5	124.9	27.3	56.5	68	160.6	68.4	136.5	202.5	183.4	147.6	164.6	187.1	117.8	364	113.8	226.8	134	74.5	147	176.6
High	Master Protein	Q13510	Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=5	10	3	5	3	44.6	ASAH1	16	9.3	6.5	6.9	17.7	4.4	12.2	3.2	5.1	9.5	4.7	11.4	3.3	6.4	4	5.5																	42.1	104.1	66.4	31.5	14.1	23	15.4	20.7	26.9	137.4	18.9	18.5	52.9	11.9	10.2	31.6	154.7	254	93.1	223.7	231.8	136.8	522.4	508.8	146.8	83.7	24.3	13.1	111.5	29.8	65	79.8																
High	Master Protein	Q15717	ELAV-like protein 1 OS=Homo sapiens OX=9606 GN=ELAVL1 PE=1 SV=2	10	3	5	3	36.1	ELAVL1	11.5	23	8.2	17.1	24.1	3.8	12.7	5.2	11.3	24.4	10.4	19.4	13.3	16.4	14.1	18.6	12.3		7.9		8.2	35.4	8	9.9	44.5	9.3	9.1	12.1	34.3	7.6	11.2	5.4	64.4	102.5	149.8	92.1	29.5	89	25	14.6	22.5	162.7	30.7	40.5	144.5	84.6	69.7	69.3																																
High	Master Protein	Q15056	Eukaryotic translation initiation factor 4H OS=Homo sapiens OX=9606 GN=EIF4H PE=1 SV=5	21	3	5	3	27.4	EIF4H																																																	129.4	71.5	65.7	150	69.8	49.5	155.7	125.1	49.2	24.7	15.2	10.8	67.8	18.7	41.3	60.2																
High	Master Protein	Q00577	Transcriptional activator protein Pur-alpha OS=Homo sapiens OX=9606 GN=PURA PE=1 SV=2	10	2	4	2	34.9	PURA																																																	37.1	53.5	41.4	81.7	65.9	23.5	123.4	63.1	58	14.8	15	15	23	8.9	14	13.6	78.2	23.7	77.3	94.1	45.8	30	46.5	52.7	37.4	149.1	72.6	106.8	34.9	50.1	77.9	48.8
